name,imgUrl,price,orderNumber,detail,instructions,expandableName,expandableOrder,expandablePrice
"M220 (P55) - Grundmaschine Briggs & Stratton 675iS Series InStart, 163 ccm - Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Kehrmaschine88cm.png,1279,2200-50-IN,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675iS Series InStart Hubraum: 163 ccm Starter: Elektrostarter (Lithium-Ionen-Akku) Akku: 10,8 V / 1,45 Ah Batterieladegerät: Inkl. 12,45 V / 2 A Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,2 / RG 1,1 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,1 / RG 2,2 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Kehrmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Kehrmaschine-88cm-Bedienungsanleitung.pdf,Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter,2291-55,1059
"M220 (P55) - Grundmaschine HONDA GCV 170, 170 ccm - Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Kehrmaschine88cm.png,1190,2200-90,"Motor: Honda 1 Zylinder 4-Takt OHC Motorentyp: GCV 170 Hubraum: 170 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,2 / RG 1,1 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,1 / RG 2,2 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Kehrmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Kehrmaschine-88cm-Bedienungsanleitung.pdf,Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter,2291-55,1059
Federrechen,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Federrechen.png,389,2254-1,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675 EXi Series Hubraum: 163 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,5 / RG 1,3 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,3 / RG 2,5 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Federrechen-Bedienungsanleitung.pdf,,,
"M220 (P55) - Grundmaschine Briggs & Stratton 675EXi Series, 163 ccm - Federrechen",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Federrechen.png,1090,2200-50,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675 EXi Series Hubraum: 163 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,5 / RG 1,3 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,3 / RG 2,5 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Federrechen-Bedienungsanleitung.pdf,Federrechen,2254-1,389
"M220 (P55) - Grundmaschine Briggs & Stratton 675iS Series InStart, 163 ccm - Federrechen",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Federrechen.png,1279,2200-50-IN,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675iS Series InStart Hubraum: 163 ccm Starter: Elektrostarter (Lithium-Ionen-Akku) Akku: 10,8 V / 1,45 Ah Batterieladegerät: Inkl. 12,45 V / 2 A Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,2 / RG 1,1 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,1 / RG 2,2 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Federrechen-Bedienungsanleitung.pdf,Federrechen,2254-1,389
"M220 (P55) - Grundmaschine HONDA GCV 170, 170 ccm - Federrechen",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Federrechen.png,1190,2200-90,"Motor: Honda 1 Zylinder 4-Takt OHC Motorentyp: GCV 170 Hubraum: 170 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,2 / RG 1,1 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,1 / RG 2,2 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Federrechen-Bedienungsanleitung.pdf,Federrechen,2254-1,389
Set Kehrmaschine inkl. Kombiwalze 105 cm,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Kehrmaschine.png,815,2291-35,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675 EXi Series Hubraum: 163 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,5 / RG 1,3 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,3 / RG 2,5 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Kehrmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Kehrmaschine-105cm-Bedienungsanleitung.pdf,,,
"M220 (P55) - Grundmaschine Briggs & Stratton 675EXi Series, 163 ccm - Set Kehrmaschine inkl. Kombiwalze 105 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Kehrmaschine.png,1090,2200-50,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675 EXi Series Hubraum: 163 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,5 / RG 1,3 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,3 / RG 2,5 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Kehrmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Kehrmaschine-105cm-Bedienungsanleitung.pdf,Set Kehrmaschine inkl. Kombiwalze 105 cm,2291-35,815
"M220 (P55) - Grundmaschine Briggs & Stratton 675iS Series InStart, 163 ccm - Set Kehrmaschine inkl. Kombiwalze 105 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Kehrmaschine.png,1279,2200-50-IN,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675iS Series InStart Hubraum: 163 ccm Starter: Elektrostarter (Lithium-Ionen-Akku) Akku: 10,8 V / 1,45 Ah Batterieladegerät: Inkl. 12,45 V / 2 A Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,2 / RG 1,1 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,1 / RG 2,2 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Kehrmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Kehrmaschine-105cm-Bedienungsanleitung.pdf,Set Kehrmaschine inkl. Kombiwalze 105 cm,2291-35,815
"M220 (P55) - Grundmaschine HONDA GCV 170, 170 ccm - Set Kehrmaschine inkl. Kombiwalze 105 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Kehrmaschine.png,1190,2200-90,"Motor: Honda 1 Zylinder 4-Takt OHC Motorentyp: GCV 170 Hubraum: 170 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,2 / RG 1,1 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,1 / RG 2,2 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Kehrmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Kehrmaschine-105cm-Bedienungsanleitung.pdf,Set Kehrmaschine inkl. Kombiwalze 105 cm,2291-35,815
Gartenfräse,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Anbaufraese.png,345,2283-1,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675 EXi Series Hubraum: 163 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,5 / RG 1,3 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,3 / RG 2,5 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Gartenfraese.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Fraese-Bedienungsanleitung.pdf,,,
"M220 (P55) - Grundmaschine Briggs & Stratton 675EXi Series, 163 ccm - Gartenfräse",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Anbaufraese.png,1090,2200-50,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675 EXi Series Hubraum: 163 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,5 / RG 1,3 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,3 / RG 2,5 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Gartenfraese.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Fraese-Bedienungsanleitung.pdf,Gartenfräse,2283-1,345
"M220 (P55) - Grundmaschine Briggs & Stratton 675iS Series InStart, 163 ccm - Gartenfräse",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Anbaufraese.png,1279,2200-50-IN,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675iS Series InStart Hubraum: 163 ccm Starter: Elektrostarter (Lithium-Ionen-Akku) Akku: 10,8 V / 1,45 Ah Batterieladegerät: Inkl. 12,45 V / 2 A Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,2 / RG 1,1 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,1 / RG 2,2 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Gartenfraese.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Fraese-Bedienungsanleitung.pdf,Gartenfräse,2283-1,345
"M220 (P55) - Grundmaschine HONDA GCV 170, 170 ccm - Gartenfräse",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Anbaufraese.png,1190,2200-90,"Motor: Honda 1 Zylinder 4-Takt OHC Motorentyp: GCV 170 Hubraum: 170 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,2 / RG 1,1 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,1 / RG 2,2 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Gartenfraese.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Fraese-Bedienungsanleitung.pdf,Gartenfräse,2283-1,345
Häufelkörper,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Haeufelkoerper.png,60,2212-1,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675 EXi Series Hubraum: 163 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,5 / RG 1,3 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,3 / RG 2,5 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Haeufelkoerper.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Haeufelkoerper-Bedienungsanleitung.pdf,,,
"M220 (P55) - Grundmaschine Briggs & Stratton 675EXi Series, 163 ccm - Häufelkörper",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Haeufelkoerper.png,1090,2200-50,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675 EXi Series Hubraum: 163 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,5 / RG 1,3 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,3 / RG 2,5 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Haeufelkoerper.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Haeufelkoerper-Bedienungsanleitung.pdf,Häufelkörper,2212-1,60
"M220 (P55) - Grundmaschine Briggs & Stratton 675iS Series InStart, 163 ccm - Häufelkörper",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P55-M220-Haeufelkoerper.png,1279,2200-50-IN,"Motor: Briggs & Stratton 1 Zylinder 4-Takt Motorentyp: 675iS Series InStart Hubraum: 163 ccm Starter: Elektrostarter (Lithium-Ionen-Akku) Akku: 10,8 V / 1,45 Ah Batterieladegerät: Inkl. 12,45 V / 2 A Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Gänge bei Frontanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 2,2 / RG 1,1 km/h Gänge bei Heckanbaugeräten: 1 Vorwärtsgang, 1 Rückwärtsgang Geschwindigkeit: VG 1,1 / RG 2,2 km/h Kupplung: Keilriemen Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Links, rechts und gerade aus Holmhöhenverstellung: Stufenlos Rad- und Anbaugeräte- Einzeln am linken schaltung: Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Keilriemen Außenspurbreite: 51 cm Bereifung: Ackerstollenbereifung Radgröße: 13 x 5,00 - 6 AS, Rad Ø 34 cm, Radbreite 10 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M220-P55-Haeufelkoerper.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M220-Haeufelkoerper-Bedienungsanleitung.pdf,Häufelkörper,2212-1,60
